"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Dysbiosis-associated gut bacterium <i>Ruminococcus gnavus</i> varies at the strain level in its ability to utilize key mucin component sialic acid","https://scispace.com/paper/dysbiosis-associated-gut-bacterium-i-ruminococcus-gnavus-i-axvt0wkuplgn","2025","Journal Article","Microbiology spectrum","Olga M. Sokolovskaya
Jasmina Uzunović
Yutian Peng
Mikiko Okumura
Lingjue Mike Wang
Yuhui Zhou
Zijuan Lai
Elizabeth Skippington
Man‐Wah Tan","10.1128/spectrum.03090-24","","- **Relevance Score:** 37/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows robust controls and replication for sialic‑acid growth assays; investigates mucin‑derived sugar utilization but not mucin itself, offering partial metabolic insight without direct mucin growth data.","Ruminococcus gnavus is a prevalent human gut commensal bacterium with known roles in intestinal mucus degradation, including by catabolism of the terminal mucin sugar sialic acid. While R. gnavus is not considered a pathogen, overabundance of this species is correlated with inflammatory bowel disease (IBD), and its sialic acid metabolism may play a role in the dysbiotic state. Interestingly, liberation of mucin-bound sialic acid by R. gnavus yields the distinct product of 2,7-anhydro-N-acetylneuraminic acid (2,7-anhydro-Neu5Ac), in contrast to other known mucin-degrading bacteria, which generate Neu5Ac. This prompted us to look for 2,7-anhydro-Neu5Ac metabolism proteins in the genomes of 77 R. gnavus clinical isolates. We found that 2,7-anhydro-Neu5Ac metabolism is sporadically distributed in this species with respect to phylogeny and strain origin. We measured sialic acid-dependent growth of 12 sequenced isolates, finding that the presence of 2,7-anhydro-Neu5Ac catabolism proteins was predictive of growth on this substrate. Our analysis also uncovered ""partial"" 2,7-anhydro-Neu5Ac catabolism pathways in two R. gnavus strains, leading to the discovery that these strains grow with Neu5Ac as a sole carbon source, a metabolic capability previously unreported in this species. These results reveal a notable diversity of sialic acid catabolism across the R. gnavus species, an essential consideration for further investigations into the importance of this metabolism in mucin degradation and in the roles of R. gnavus in IBD and other gut dysbioses. Ruminococcus gnavus is a common resident of the human gut, but often blooms in inflammatory bowel disease (IBD). It remains unclear whether R. gnavus plays any direct role in disease occurrence. This study investigates R. gnavus utilization of sialic acid, a crucial component of host mucins, the main constituents of the mucus that lines and protects the gut. We profile variations in sialic acid metabolic pathways and growth among 77 R. gnavus strains, isolated from healthy people and individuals with IBD, discovering further diversity in sialic acid utilization than was previously appreciated. This study emphasizes that the intricate interaction between bacteria and their environment must be examined at the strain level to understand the roles of particular species in health and disease. "
"Dysbiosis-associated gut bacterium Ruminococcus gnavus varies at the strain level in its ability to utilize key mucin component sialic acid","https://scispace.com/paper/4yFIVSvGxYkJ","","","","OM Sokolovskaya
J Uzunovic
Y Peng","","https://journals.asm.org/doi/pdf/10.1128/spectrum.03090-24","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows strain-level sialic acid utilization, includes growth on sialic acid, metabolic profiling, and basic controls, but lacks direct mucin-only growth assays or carbon source comparisons.",""
"Lactobacillaceae and Cell Adhesion: Genomic and Functional Screening","https://scispace.com/paper/lactobacillaceae-and-cell-adhesion-genomic-and-functional-jn9mfvhfac","2012","Journal Article","PLOS ONE","Williams Turpin
Christèle Humblot
Marie-Louise Noordine
Muriel Thomas
Jean-Pierre Guyot","10.1371/JOURNAL.PONE.0038034","https://scispace.com/pdf/lactobacillaceae-and-cell-adhesion-genomic-and-functional-jn9mfvhfac.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Offers mucin degradation and growth assays for Lactobacillaceae, but lacks R. gnavus data and human mucin; only partially meets mucin‑utilization criteria.","The analysis of collections of lactic acid bacteria (LAB) from traditional fermented plant foods in tropical countries may enable the detection of LAB with interesting properties. Binding capacity is often the main criterion used to investigate the probiotic characteristics of bacteria. In this study, we focused on a collection of 163 Lactobacillaceace comprising 156 bacteria isolated from traditional amylaceous fermented foods and seven strains taken from a collection and used as controls. The collection had a series of analyses to assess binding potential for the selection of new probiotic candidates. The presence/absence of 14 genes involved in binding to the gastrointestinal tract was assessed. This enabled the detection of all the housekeeping genes (ef-Tu, eno, gap, groEl and srtA) in the entire collection, of some of the other genes (apf, cnb, fpbA, mapA, mub) in 86% to 100% of LAB, and of the other genes (cbsA, gtf, msa, slpA) in 0% to 8% of LAB. Most of the bacteria isolated from traditional fermented foods exhibited a genetic profile favorable for their binding to the gastrointestinal tract. We selected 30 strains with different genetic profiles to test their binding ability to non-mucus (HT29) and mucus secreting (HT29-MTX) cell lines as well as their ability to degrade mucus. Assays on both lines revealed high variability in binding properties among the LAB, depending on the cell model used. Finally, we investigated if their binding ability was linked to tighter cross-talk between bacteria and eukaryotic cells by measuring the expression of bacterial genes and of the eukaryotic MUC2 gene. Results showed that wild LAB from tropical amylaceous fermented food had a much higher binding capacity than the two LAB currently known to be probiotics. However their adhesion was not linked to any particular genetic equipment."
"Various adherent-invasive e. coli (aiec) and non-aiec strains isolated from crohn’s disease patients grow differently with ruminococcus gnavus pre-digested mucus and r. gnavus-released pre-digested ileal and colonic mucus monosaccharides","https://scispace.com/paper/various-adherent-invasive-e-coli-aiec-and-non-aiec-strains-2r4644tiyk","2024","Journal Article","Gastroenterology","Saori Kashiwagi
Belgin Dogan
Sebastian Perez-Orozco
Biswa Choudhury
Simon Gray
Sebastian Winter
Kenneth W. Simpson
R. Balfour Sartor","10.1053/j.gastro.2023.11.204","","- **Relevance Score:** 27/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Shows R. gnavus mucus digestion influencing AIEC growth, but lacks direct mucin‑only growth data, metabolic profiling, or carbon‑source specificity tests.","Mucus-digesting Ruminococcus gnavus (R. gnavus), adherent-invasive E. coli (AIEC), and hydrogen sulfide (H2S) are enriched in active Crohn's disease (CD) patients compared to healthy subjects. Dual colonization of R. gnavus and E. coli LF82 in ex-germ-free mice enhanced distal colitis and H2S production in cecal contents. R. gnavus pre-digestion of mucus enhanced the ileal CD isolate AIEC LF82 growth and H2S production in vitro. H2S enhanced LF82 adhesion and invasion both in vitro and in vivo along with related LF82 adhesion gene expression and Caco-2 cell expression of CEACAM6, a receptor for AIEC ligand FimH. "
"Deciphering the metabolic interactions between mucus associated Ruminococcus gnavus and Limosilactobacillus reuteri strains","https://scispace.com/paper/smuiFdxZOjIJ","","","","RS Reynolds","","https://ueaeprints.uea.ac.uk/id/eprint/98201/1/2024ReynoldsRPhD.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Mentions mucin glycans as carbon source for R. gnavus and compares its interaction with L. reuteri, but lacks detailed growth assays, metabolic profiling, or control experiments.",""
"The role of the mucin-glycan foraging ","https://scispace.com/paper/35579971","2022","Journal Article","Gut microbes","Coletto
Latousakis
Pontifex
Crost
Vaux
Perez Santamarina
Goldson
Brion
Hajihosseini
Vauzour
Savva
Juge","10.1080/19490976.2022.2073784","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9122312/pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review outlines mucin‑glycan foraging and mentions R. gnavus pathways, but provides no direct experiments, growth assays, or control data.",""
"Bacterial cross feeding: exploring effects of r. gnavus released mucus carbohydrate substrates on adherent-invasive e. coli lf82 growth and expression of relevant molecular pathways in aerobic and anaerobic conditions","https://scispace.com/paper/bacterial-cross-feeding-exploring-effects-of-r-gnavus-t38ibpuiymmv","2025","Journal Article","Inflammatory Bowel Diseases","Saori Kashiwagi
Jeffrey Roach
Simon Gray
Balfour R. Sartor","10.1093/ibd/izae282.120","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides limited insight into R. gnavus mucin metabolism (enzyme cleaving sialic acid), but lacks direct mucin growth assays, carbon‑source comparisons, or dedicated R. gnavus controls.","Abstract BACKGROUND Mucus-digesting Ruminococcus gnavus (Rg), adherent-invasive E. coli (AIEC) and fecal hydrogen sulfide (H2S) are increased in active Crohn’s disease (CD) compared to healthy subjects. We established a link between Rg and ileal CD AIEC strain LF82 by showing that dual colonization of ex-germ-free (GF) IL10-/- mice potentiated colitis and cecal H2S production. Rg precultured mucus increased LF82 growth and H2S production, H2S supported in vitro Rg survival in minimal medium, and H2S enhanced LF82 adhesion and invasion both in vitro and in vivo (DDW 2023). Rg’s capsule contains glucose and has an enzyme that cleaves off sialic acid (Neu5Ac), one of the terminal carbohydrates of mucus. Because inflamed colons become microaerophilic to some extent, we focused on Rg-derived glucose and mucus-derived Neu5Ac to explore expression of LF82 molecular pathways under aerobic and anaerobic conditions. HYPOTHESIS AIEC LF82 genes regulating growth, H2S production and virulence are differentially expressed with glucose or Neu5Ac substrates in aerobic vs. anaerobic conditions. METHODS LF82 was cultured in M9 minimal medium supplemented with Rg-/mucus-derived carbohydrates or gut-relevant sulfur substrates for 16 hours in aerobic or anaerobic conditions. LF82 RNA cultured with glucose or Neu5Ac medium in each condition was isolated for RNA sequencing. We compared aerobic vs. anaerobic results for each medium with |Log2FC| &amp;gt; 3.0 considered significant change. RESULTS Rg associated mucus carbohydrates and gut-relevant sulfur substrates variably enhanced LF82 growth. LF82 grew better in Neu5Ac than glucose in aerobic and vice versa in anaerobic conditions (Fig.1). Neu5Ac metabolism pathways involving nanE (N-acetylmannosamine-6-phosphate 2-epimerase) and dnaA (chromosomal replication initiator), directly involved in cell replication, were overexpressed in aerobic vs. anaerobic conditions in Neu5Ac medium. Additionally, expression of other Neu5Ac metabolic pathway genes, nanT (sialic transporter) and nanA (N-acetylneuraminate lyase) were slightly increased. Porin OmpC, a non-specific glucose transporter, and dnaA were more highly expressed in anaerobic than aerobic conditions in glucose medium (Table 1A). Moreover, LF82 genes involved in H2S production, biofilm formation and antimicrobial drug resistance were overexpressed in glucose vs. Neu5Ac with aerobic culture (Table 1B). CONCLUSIONS AIEC LF82 differentially uses R. gnavus released mucus components for growth in aerobic vs. anaerobic conditions, and sialic acid and glucose activate distinct molecular pathways in the two conditions. Confirmatory functional experiments are underway. Glucose influences on LF82 H2S production and biofilm formation would provide strong evidence of cross-feeding between LF82 and R. gnavus, leading to potential diagnostic/treatment clues for further investigation. "
"Fucosidases from the human gut symbiont Ruminococcus gnavus","https://scispace.com/paper/fucosidases-from-the-human-gut-symbiont-ruminococcus-gnavus-1x3ssv3pjv","2021","Journal Article","Cellular and Molecular Life Sciences","Haiyang Wu
Osmond D. Rebello
Emmanuelle H. Crost
C. David Owen
Samuel Walpole
Chloe Bennati-Granier
Didier Ndeh
Serena Monaco
Thomas Hicks
Anna Colvile
Paulina A. Urbanowicz
Martin A. Walsh
Jesús Angulo
Jesús Angulo
Jesús Angulo
Daniel I. R. Spencer
Nathalie Juge","10.1007/S00018-020-03514-X","https://link.springer.com/content/pdf/10.1007/s00018-020-03514-x.pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on enzyme specificity for fucosylated glycans, not on mucin growth assays or metabolic profiling of R. gnavus mucin utilization.","The availability and repartition of fucosylated glycans within the gastrointestinal tract contributes to the adaptation of gut bacteria species to ecological niches. To access this source of nutrients, gut bacteria encode α-L-fucosidases (fucosidases) which catalyze the hydrolysis of terminal α-L-fucosidic linkages. We determined the substrate and linkage specificities of fucosidases from the human gut symbiont Ruminococcus gnavus. Sequence similarity network identified strain-specific fucosidases in R. gnavus ATCC 29149 and E1 strains that were further validated enzymatically against a range of defined oligosaccharides and glycoconjugates. Using a combination of glycan microarrays, mass spectrometry, isothermal titration calorimetry, crystallographic and saturation transfer difference NMR approaches, we identified a fucosidase with the capacity to recognize sialic acid-terminated fucosylated glycans (sialyl Lewis X/A epitopes) and hydrolyze α1-3/4 fucosyl linkages in these substrates without the need to remove sialic acid. Molecular dynamics simulation and docking showed that 3'-Sialyl Lewis X (sLeX) could be accommodated within the binding site of the enzyme. This specificity may contribute to the adaptation of R. gnavus strains to the infant and adult gut and has potential applications in diagnostic glycomic assays for diabetes and certain cancers."
"Dysbiosis-associated gut bacterium Ruminococcus gnavus varies at the strain level in ability to utilize key mucin component sialic acid","https://scispace.com/paper/dysbiosis-associated-gut-bacterium-ruminococcus-gnavus-4aolqnpmifw2","2024","Journal Article","bioRxiv","Olga M. Sokolovskaya
Jasmina Uzunović
Yutian Peng
Mikiko Okumura
Lingjue Mike Wang
Yuhui Zhou
Zijuan Lai
Elizabeth Skippington
Man-Wah Tan","10.1101/2024.08.02.604340","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses sialic acid catabolism assays to show strain‑level differences; does not culture R. gnavus on mucin nor compare carbon sources, so only partially addresses mucin metabolism.","Ruminococcus gnavus is a prevalent human gut commensal bacterium with known roles in intestinal mucus degradation, including by catabolism of the terminal mucin sugar sialic acid. While R. gnavus is not considered a pathogen, overabundance of this species is correlated with Inflammatory Bowel Disease (IBD), and its sialic acid metabolism may play a role in the dysbiotic state. Interestingly, liberation of mucin-bound sialic acid by R. gnavus yields the distinct product of 2,7-anhydro-N-acetylneuraminic acid (2,7-anhydro-Neu5Ac), in contrast to other known mucin-degrading bacteria, which generate Neu5Ac. This prompted us to look for 2,7-anhydro-Neu5Ac metabolism proteins in the genomes of 77 R. gnavus clinical isolates. We found that 2,7-anhydro-Neu5Ac metabolism is sporadically distributed in this species with respect to phylogeny and strain origin. We measured sialic acid-dependent growth of 12 sequenced isolates, finding that the presence of 2,7-anhydro-Neu5Ac catabolism proteins was predictive of growth on this substrate. Our analysis also uncovered “partial” 2,7-anhydro-Neu5Ac catabolism pathways in two R. gnavus strains, which we determined constitute the canonical Neu5Ac catabolism pathway, previously unreported in this species. These results reveal a notable diversity of sialic acid catabolism across the R. gnavus species, an essential consideration for further investigations into the importance of this metabolism in mucin degradation and in roles of R. gnavus in IBD and other gut dysbioses."
"Biochemistry of complex glycan depolymerisation by the human gut microbiota.","https://scispace.com/paper/biochemistry-of-complex-glycan-depolymerisation-by-the-human-16az4pl4gl","2018","Journal Article","Fems Microbiology Reviews","Didier Ndeh
Harry J. Gilbert","10.1093/FEMSRE/FUY002","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides transcriptomic evidence of mucin‑degrading GH families in R. gnavus, but lacks direct growth experiments, carbon‑source comparisons, or detailed assay controls.","The human gut microbiota (HGM) makes an important contribution to health and disease. It is a complex microbial community of trillions of microbes with a majority of its members represented within two phyla, the Bacteroidetes and Firmicutes, although it also contains species of Actinobacteria and Proteobacteria. Reflecting its importance, the HGM is sometimes referred to as an 'organ' as it performs functions analogous to systemic tissues within the human host. The major nutrients available to the HGM are host and dietary complex carbohydrates. To utilise these nutrient sources, the HGM has developed elaborate, variable and sophisticated systems for the sensing, capture and utilisation of these glycans. Understanding nutrient acquisition by the HGM can thus provide mechanistic insights into the dynamics of this ecosystem, and how it impacts human health. Dietary nutrient sources include a wide variety of simple and complex plant and animal-derived glycans most of which are not degraded by enzymes in the digestive tract of the host. Here we review how various adaptive mechanisms that operate across the major phyla of the HGM contribute to glycan utilisation, focusing on the most complex carbohydrates presented to this ecosystem."
"Genome-wide multi-omics analysis reveals the nutrient-dependent metabolic features of mucin-degrading gut bacteria.","https://scispace.com/paper/37305974","2023","Journal Article","Gut microbes","Kim
Tiffany
Lee
Oh
Jin
Kim
Lee
Nam
Hong
Park
Koh
Kim
Lee
Lee","10.1080/19490976.2023.2221811","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10262761/pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑omics to profile mucin‑degrading bacteria broadly; provides metabolite and transcriptomic data but lacks R. gnavus‑specific growth assays or carbon‑source comparisons.","The prevalence and occurrence of mucin-degrading (MD) bacteria, such as "
"Various adherent-invasive e. coli (aiec) and non-aiec strains isolated from crohn’s disease patients grow differently with ruminococcus gnavus pre-digested mucus and r. gnavus-released pre-digested ileal and colonic mucus monosaccharides","https://scispace.com/paper/various-adherent-invasive-e-coli-aiec-and-non-aiec-strains-359rswy4pu","2024","Journal Article","Inflammatory Bowel Diseases","Saori Kashiwagi
Belgin Dogan
Sebastian Perez-Orozco
Biswa Choudhury
Simon M. Gray
Sebastian Winter
Kenneth W Simpson
R. B. Sartor","10.1093/ibd/izae020.137","","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses R. gnavus‑pre‑digested mucus to study E. coli growth; provides monosaccharide release data but lacks direct R. gnavus mucin growth assays or detailed metabolic profiling.","
 
 
 Mucus-digesting Ruminococcus gnavus (R. gnavus), adherent-invasive E. coli (AIEC), and hydrogen sulfide (H2S) are enriched in active Crohn’s disease (CD) patients compared to healthy subjects. Dual colonization of R. gnavus and E. coli LF82 in ex-germ-free mice enhanced distal colitis and H2S production in cecal contents. R. gnavus pre-digestion of mucus enhanced the ileal CD isolate AIEC LF82 growth and H2S production in vitro. H2S enhanced LF82 adhesion and invasion both in vitro and in vivo along with related LF82 adhesion gene expression and Caco-2 cell expression of CEACAM6, a receptor for AIEC ligand FimH. Interactions between other CD-derived AIEC/non-AIEC and R. gnavus are unknown.
 
 
 
 Different AIEC and non-AIEC may grow and produce H2S differently using mucus digested by R. gnavus, which releases mucus-derived monosaccharides and sulfur substrates.
 
 
 
 We studied CD-derived clinical isolates of AIEC 541-15 (phylotype A), 541-1 (B1), LF82 and NRG857c (B2) and non-AIEC T75 (A) and lab strain K12 (A). M9 minimal media was supplemented with porcine gastric mucin (PGM), ileal (MIM) and colonic (MCoM) mucus isolated from germ-free mice. We measured growth kinetics and H2S production by these AIEC and non-AIEC following culture with sterile supernatants of each mucin/mucus media precultured with or without R. gnavus, monosaccharides obtained by R. gnavus digestion of mucus, and several sulfur substrates in the gut added to M9 minimal media.
 
 
 
 AIEC, especially LF82 (B2), grew better with ileal mucus aerobically and, to a lesser extent, anaerobically than non-AIEC strains, with even greater AIEC growth with R. gnavus pre-digested mucus (Fig.1). AIEC produced more H2S with R. gnavus-precultured mucus than with mucus alone. R. gnavus digestion of PGM released mucus monosaccharides (Fig.2A). AIEC strains grew differently with each monosaccharide constituent of R. gnavus pre-digested PGM. AIEC grew better than non-AIEC with each monosaccharide in aerobic conditions, but AIEC (B2) grew better than others in all monosaccharides in anaerobic conditions (Fig.2B). Amongst mucus-relevant sulfur substrates, L-cysteine was the only substrate to enhance E. coli H2S production by all AIEC and non-AIEC strains. All mucus-relevant sulfur substrates supported R. gnavus survival for 24 hrs, while H2S sustained R. gnavus for 48 hrs in minimum media.
 
 
 
 AIEC grew better and produced more H2S with R. gnavus pre-digested mucus suggesting that co-existence of AIEC with R. gnavus mutually support each other and may explain why they are often observed together in active CD patients. In addition, enhanced AIEC growth with ileal vs. colonic mucus may explain why AIEC are frequently isolated from ileal CD patients. AIEC phylotype growth differences with mucus substrates may explain their persistence in the ileal mucosa.
 
 Figure 1
 
 Figure 2
"
"The arginine and nitric oxide metabolic pathway regulate the gut colonization and expansion of Ruminococcous gnavus.","https://scispace.com/paper/39089585","2024","Journal Article","The Journal of biological chemistry","Flores
Antonio
Suntornsaratoon
Meadows
Bandyopadhyay
Han
Singh
Balasubramanian
Upadhyay
Liu
Bonder
Kiela
Su
Ferraris
Gao","10.1016/j.jbc.2024.107614","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11387683/pdf","- **Relevance Score:** 7/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses arginine‑NO pathway to study R. gnavus; mentions mucin‑dependent metabolite changes but lacks direct mucin growth assays or specificity tests.","Ruminococcus gnavus is a mucolytic commensal bacterium whose increased gut colonization has been associated with chronic inflammatory and metabolic diseases in humans. Whether R. gnavus metabolites can modulate host intestinal physiology remains largely understudied. We performed untargeted metabolomic and bulk RNA-seq analyses using R. gnavus monocolonization in germ-free mice. Based on transcriptome-metabolome correlations, we tested the impact of specific arginine metabolites on intestinal epithelial production of nitric oxide (NO) and examined the effect of NO on the growth of various strains of R. gnavus in vitro and in nitric oxide synthase 2 (Nos2)-deficient mice. R. gnavus produces specific arginine, tryptophan, and tyrosine metabolites, some of which are regulated by the environmental richness of sialic acid and mucin. R. gnavus colonization promotes expression of amino acid transporters and enzymes involved in metabolic flux of arginine and associated metabolites into NO. R. gnavus induced elevated levels of NOS2, while Nos2 ablation resulted in R. gnavus expansion in vivo. The growth of various R. gnavus strains can be inhibited by NO. Specific R. gnavus metabolites modulate intestinal epithelial cell NOS2 abundance and reduce epithelial barrier function at higher concentrations. Intestinal colonization and interaction with R. gnavus are partially regulated by an arginine-NO metabolic pathway, whereby a balanced control by the gut epithelium may restrain R. gnavus growth in healthy individuals. Disruption in this arginine metabolic regulation will contribute to the expansion and blooming of R. gnavus."
